Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),4N76 Temp (ºC),App message,TargetRPM,Change,Integral,P,I,D,kp,ki,kd,Mark,Step,
0.308285000000149,1189.8259249999999,,0.07048277547513149,-2.513708225719677,29.92153799083014,0.7821944848893017,1194,23.40446199583305,8.812991863170453,37.65517816534098,0.2852275668407773,0.10740294847056171,-3.375,,1000,104,-280,-0.4850000000000001,-0.007,-1.04,0.10000000000000002,0.001,0.01,0,0.27499999999999997,
0.37579000000003726,1187.356775,,0.01320012609741733,-2.5029357506839673,29.908094036572777,1.369903119396806,1641,40.97119131591406,2.268697671004269,5.537299741936134,1.103247815993045,0.06109013846789891,-3.375,,1000,447,-921,-1.6025000000000003,-0.023025,-4.47,0.10000000000000002,0.001,0.01,0,0.325,
0.4014899999997579,1181.26125,,-0.0069656246932564,-2.4891569814550323,29.904280540446024,1.5227293564843238,1885,45.53612586348006,1.3748911059676439,3.019341412771141,1.8104393654529984,0.05466334551423344,-3.375,,1000,244,-1000,-2.2125000000000004,-0.025,-2.44,0.10000000000000002,0.001,0.01,0,0.35000000000000003,
0.43182500000018625,1176.5837499999998,,-0.025950052715427274,-2.45584769251583,29.90148428995762,1.6344509896818327,2130,48.872510590677,5.787410262882748,11.841851775027829,0.42434311392545987,0.05025008256859043,-3.375,,1000,245,-1000,-2.8250000000000006,-0.025,-2.45,0.10000000000000002,0.001,0.01,0,0.37500000000000006,
0.47108999999985096,1171.2837499999996,,-0.04389690724164258,-2.389664486980091,29.899213467699028,1.7303754889477845,2263,51.736866123323885,10.40050895703575,20.10270380939641,0.22976418720004346,0.04618881401289183,-3.375,,1000,133,-1000,-3.1575000000000006,-0.025,-1.33,0.10000000000000002,0.001,0.01,0,0.4000000000000001,
0.5000300000002608,1166.7712499999996,,-0.051301575129445276,-2.2989703567325477,29.897894254452062,1.7801629964716432,2442,53.22312502419771,13.121224052460212,24.653238693696945,0.1752100526247392,0.043194952488928996,-3.375,,1000,179,-1000,-3.605000000000001,-0.025,-1.79,0.10000000000000002,0.001,0.01,0,0.4250000000000001,
0.5262400000002235,1161.3512499999995,,-0.055581904400216375,-2.1881294256724737,29.896637704605673,1.8133088119268357,2531,54.211836596745556,14.733022125912688,27.176762586931318,0.14851870899073413,0.04036257693958724,-3.375,,1000,89,-1000,-3.8275000000000006,-0.025,-0.89,0.10000000000000002,0.001,0.01,0,0.4250000000000001,
0.5819350000000558,1156.6087499999992,,-0.05645099308378049,-1.929511838446566,29.895563153657758,1.7864673378859317,2669,53.40744712171573,15.780511971653342,29.547399889175587,0.12227181487600422,0.03612814209316545,-3.375,,1000,138,-1000,-4.172500000000001,-0.025,-1.3800000000000001,0.10000000000000002,0.001,0.01,0,0.47500000000000014,
0.6157549999998883,1151.031249999999,,-0.05342638903728192,-1.7703258448216943,29.895897018002913,1.736681491101471,2693,51.91965101104132,15.069223373428729,29.024123005418666,0.11747956752325243,0.03409741418418267,-3.375,,1000,24,-1000,-4.232500000000001,-0.025,-0.24,0.10000000000000002,0.001,0.01,0,0.5000000000000001,
0.6478699999996461,1146.533749999999,,-0.04813409366057614,-1.6161593054363315,29.896482267712507,1.6773780228865838,2715,50.147702317479414,13.683520700638123,27.28643600460357,0.11810990320356388,0.032227983152739684,-3.375,,1000,22,-1000,-4.2875000000000005,-0.025,-0.22,0.10000000000000002,0.001,0.01,0,0.5000000000000001,
0.6783999999999069,1142.001249999999,,-0.041747721241909064,-1.493440526312019,29.896814231133877,1.620641985770083,2723,48.45203238374408,11.90350097428381,24.567598898653216,0.12546229294544783,0.030823072899890912,-3.375,,1000,8,-1000,-4.307500000000001,-0.025,-0.08,0.10000000000000002,0.001,0.01,0,0.5500000000000002,
0.7056999999997206,1137.588749999999,,-0.03489233563321559,-1.381960167802256,29.897627623827404,1.553590901151432,2720,46.44868224239196,9.937301189620948,21.394150942244703,0.1390679563225526,0.029752408487941837,-3.375,,1000,-3,-1000,-4.300000000000001,-0.025,0.03,0.10000000000000002,0.001,0.01,0,0.5500000000000002,
0.7421599999996833,1133.293749999999,,-0.026423110348039236,-1.2676599760983762,29.89853653258517,1.467827155974037,2715,43.88588384641034,7.513749600791505,17.12110806993829,0.1687120337314461,0.028885369622151633,-3.375,,1000,-5,-1000,-4.2875000000000005,-0.025,0.05,0.10000000000000002,0.001,0.01,0,0.6000000000000002,
0.7704199999999255,1129.0312499999989,,-0.01999178048374811,-1.199323132428763,29.899492433065248,1.4058985823659436,2707,42.03565402510769,5.666173014970175,13.479445357471537,0.2116636977480427,0.028531092479551125,-3.375,,1000,-8,-1000,-4.267500000000001,-0.025,0.08,0.10000000000000002,0.001,0.01,0,0.6000000000000002,
0.7973999999999068,1124.8187499999988,,-0.01354883207559926,-1.1433705381962405,29.900308411101214,1.3387857480356025,2688,40.03010676265136,3.8143590383225665,9.528725618792045,0.29975430385783985,0.02856276514513374,-3.375,,1000,-19,-1000,-4.220000000000001,-0.025,0.19,0.10000000000000002,0.001,0.01,0,0.6250000000000002,
0.8252600000002421,1120.7637499999987,,-0.006520283532888138,-1.0966456017153954,29.900946074301245,1.2734358208101026,2672,38.076935807126425,1.8243626533801152,4.791253851468453,0.6011116263992627,0.028800783951479333,-3.375,,1000,-16,-1000,-4.180000000000001,-0.025,0.16,0.10000000000000002,0.001,0.01,0,0.6500000000000002,
0.8516899999999441,1116.7187499999986,,-0.0003528023518141743,-1.0697148650200636,29.90146474455249,1.2181768622736175,2654,36.42527249990415,0.09805883116569246,0.26920548409335987,10.908908991710698,0.029367381260438842,-3.375,,1000,-18,-1000,-4.135000000000001,-0.025,0.18,0.10000000000000002,0.001,0.01,0,0.6750000000000003,
0.8824049999997952,1112.7387499999986,,0.006202521925415594,-1.046998829321311,29.9022849526831,1.146187350626636,2637,34.273620767598565,1.7125960235555342,4.996834256783806,0.6113518978910324,0.03054824106331707,-3.375,,1000,-17,-1000,-4.092500000000001,-0.025,0.17,0.10000000000000002,0.001,0.01,0,0.7000000000000003,
0.9445600000000559,1108.7912499999986,,0.02069359719660835,-1.05162098077261,29.904920641032785,0.9722351132308247,2591,29.074613905593335,5.614781846984367,19.31162995049851,0.1872950738660351,0.03616973158052154,-3.375,,1000,-46,-1000,-3.977500000000001,-0.025,0.46,0.10000000000000002,0.001,0.01,0,0.7500000000000003,
0.9711349999997765,1105.2487499999986,,0.026978107842210608,-1.0725646685605807,29.905768101519918,0.9038015395808119,2547,27.028879252500435,7.194402585340439,26.61746540850334,0.14908321515758308,0.03968217322445429,-3.375,,1000,-44,-1000,-3.8675000000000006,-0.025,0.44,0.10000000000000002,0.001,0.01,0,0.7500000000000003,
0.9948149999999442,1101.7962499999985,,0.03250184038617859,-1.102281482389055,29.906160525594487,0.8410342359820493,2516,25.15210486879988,8.56210068292067,34.04128890040369,0.12873960762781514,0.0438246217618307,-3.375,,1000,-31,-1000,-3.790000000000001,-0.025,0.31,0.10000000000000002,0.001,0.01,0,0.7750000000000004,
1.0254750000000932,1098.2912499999984,,0.03911791151416455,-1.153767920865431,29.907223928665857,0.7711504880149647,2488,23.062970327763505,10.19113576884385,44.18830542645076,0.11321288883155779,0.05002685709899692,-3.375,,1000,-28,-1000,-3.7200000000000006,-0.025,0.28,0.10000000000000002,0.001,0.01,0,0.8000000000000004,
1.059274999999907,1094.8262499999983,,0.04664831013041698,-1.2290715694769774,29.90906156797839,0.698302792906697,2464,20.885581226137663,12.03693998864383,57.63277477564268,0.10210830747985257,0.058847850877084135,-3.375,,1000,-24,-1000,-3.6600000000000006,-0.025,0.24,0.10000000000000002,0.001,0.01,0,0.8500000000000004,
1.0900049999998882,1091.381249999998,,0.053167074787407564,-1.297187568850718,29.90917156678042,0.6279026119553215,2425,18.78004694820126,13.503770171604364,71.90487973139888,0.09606114087889582,0.0690726478175797,-3.375,,1000,-39,-1000,-3.562500000000001,-0.025,0.39,0.10000000000000002,0.001,0.01,0,0.8750000000000004,
1.1236450000000187,1088.183749999998,,0.05923977856509921,-1.3660354486302517,29.910124321146625,0.5656948009401603,2394,16.92000182394649,14.851562082113276,87.77518014858722,0.09197924373729409,0.08073494688971802,-3.375,,1000,-31,-1000,-3.4850000000000008,-0.025,0.31,0.10000000000000002,0.001,0.01,0,0.8750000000000004,
1.1501049999999813,1084.983749999998,,0.06451107281124818,-1.432737886081239,29.910883517809737,0.5150915213673413,2356,15.406842496629949,15.913350612329058,103.2875530194451,0.09003370320837449,0.09299360893671964,-3.375,,1000,-38,-1000,-3.3900000000000006,-0.025,0.38,0.10000000000000002,0.001,0.01,0,0.9000000000000005,
1.1781400000001303,1081.948749999998,,0.06916036707553375,-1.4936335051275502,29.915323833253122,0.47206783781670025,2325,14.122062239550203,16.842184393518647,119.26150804200874,0.08868407269679005,0.10576596249126313,-3.375,,1000,-31,-1000,-3.3125000000000004,-0.025,0.31,0.10000000000000002,0.001,0.01,0,0.9250000000000005,
1.2192199999997393,1078.9212499999978,,0.07588321342672788,-1.5845643913357708,29.918122622868943,0.40776176707329737,2306,12.199466548216634,18.32640088152267,150.2229692510751,0.08646347974049749,0.12988800658397712,-3.375,,1000,-19,-1000,-3.2650000000000006,-0.025,0.19,0.10000000000000002,0.001,0.01,0,0.9500000000000005,
1.2505,1075.8212499999977,,0.08046264193162467,-1.6561354543671085,29.92440631658952,0.3645938823269306,2255,10.910255475293896,19.002649191365748,174.17235769040377,0.08715287209109812,0.15179621211596755,-3.375,,1000,-51,-1000,-3.1375000000000006,-0.025,0.51,0.10000000000000002,0.001,0.01,0,0.9750000000000005,
1.2775049999998882,1073.1687499999975,,0.08416009239872296,-1.7207030479860024,29.9292047725598,0.3275329065283594,2224,9.802799429238958,19.598870990745926,199.93136789362512,0.08779602910792532,0.17553180195176038,-3.375,,1000,-31,-1000,-3.0600000000000005,-0.025,0.31,0.10000000000000002,0.001,0.01,0,1.0000000000000004,
1.3327349999998697,1070.3937499999975,,0.0908133576677651,-1.8381537110322927,29.935176096401495,0.2614258430984815,2167,7.825828649303271,20.61132655820663,263.3756434220119,0.08918172762152522,0.23488294893805814,-3.375,,1000,-57,-1000,-2.9175000000000004,-0.025,0.5700000000000001,0.10000000000000002,0.001,0.01,0,1.0500000000000003,
1.377774999999907,1068.0212499999973,,0.0954110328121861,-1.9188771724526505,29.937772757390753,0.19444964477698257,2152,5.821389278088658,21.4970304476072,369.2766351929198,0.08926242985650318,0.32962529746553515,-3.375,,1000,-15,-1000,-2.880000000000001,-0.025,0.15,0.10000000000000002,0.001,0.01,0,1.0750000000000002,
1.4052900000000372,1065.2662499999972,,0.09859033213221785,-1.974296244155757,29.940886329791585,0.16204878932898814,2101,4.851884381179578,21.693570753269906,447.1163995048831,0.09100835757332242,0.4069132916303688,-3.375,,1000,-51,-1000,-2.7525000000000004,-0.025,0.51,0.10000000000000002,0.001,0.01,0,1.0750000000000002,
1.4726949999998324,1062.998749999997,,0.105098462431986,-2.084419243399091,29.944478862801276,0.10357910853634178,2038,3.1016224261942855,22.43364374699758,723.2873852580384,0.09291487673187557,0.6720415824297122,-3.375,,1000,-63,-1000,-2.5950000000000006,-0.025,0.63,0.10000000000000002,0.001,0.01,0,1.125,
1.5002399999997578,1061.008749999997,,0.10721696363631233,-2.1162557110646802,29.94853131920938,0.08654509645241693,1997,2.5918985316292047,22.418781283254894,864.9559776232055,0.09439655458191032,0.8164886415265852,-3.375,,1000,-41,-1000,-2.4925000000000006,-0.025,0.41000000000000003,0.10000000000000002,0.001,0.01,0,1.125,
1.531125,1058.901249999997,,0.10942189692980547,-2.15129802785463,29.95059928723422,0.06979386753508487,1968,2.0903681592496324,22.551281191262,1078.8186325683944,0.09539582295165557,1.029147912694417,-3.375,,1000,-29,-1000,-2.4200000000000004,-0.025,0.29,0.10000000000000002,0.001,0.01,0,1.1749999999999998,
1.5602549999998883,1056.7462499999967,,0.11102539195763872,-2.182655394095382,29.95185572843071,0.05897095443479594,1937,1.7662895193988692,22.521809896485244,1275.0916341365266,0.09691296588184094,1.23572912035294,-3.375,,1000,-31,-1000,-2.3425000000000002,-0.025,0.31,0.10000000000000002,0.001,0.01,0,1.1749999999999998,
1.59625,1054.6887499999966,,0.11272201121523595,-2.220913085525386,29.94913622272019,0.044116772566071716,1909,1.3212592312880467,22.53495176257151,1705.566268067094,0.09855415307407576,1.680906390610645,-3.375,,1000,-28,-1000,-2.2725000000000004,-0.025,0.28,0.10000000000000002,0.001,0.01,0,1.1999999999999997,
1.6483649999997578,1052.6712499999965,,0.11432944446697962,-2.2717902611032073,29.9509119632921,0.028647213062656385,1851,0.8580101564332928,22.163640675633765,2583.1443263756873,0.1025007711662085,2.6477428548712414,-3.375,,1000,-58,-1000,-2.1275000000000004,-0.025,0.58,0.10000000000000002,0.001,0.01,0,1.2499999999999996,
1.706519999999553,1051.0987499999962,,0.11561069887280737,-2.320694177792613,29.953187651522356,0.015456568857050712,1809,0.4629735074239164,21.89982300028353,4730.25403162674,0.1059686271328571,5.012585257211479,-3.375,,1000,-42,-1000,-2.0225000000000004,-0.025,0.42,0.10000000000000002,0.001,0.01,0,1.2999999999999994,
1.7391750000002795,1049.4712499999962,,0.11601587171796346,-2.344046482594852,29.95301920089959,0.010408940579447634,1797,0.3117791970372179,21.832956240163238,7002.69820682006,0.10736276190957669,7.518290203034417,-3.375,,1000,-12,-1000,-1.9925000000000004,-0.025,0.12,0.10000000000000002,0.001,0.01,0,1.3249999999999993,
1.774399999999907,1047.573749999996,,0.1162255018194836,-2.3676297913784,29.954708839594062,0.004840032482973933,1769,0.14498176380166167,21.52860768381046,14849.183179521862,0.10997598294100833,16.330535160390042,-3.375,,1000,-28,-1000,-1.9225000000000003,-0.025,0.28,0.10000000000000002,0.001,0.01,0,1.3499999999999992,
1.8040200000000186,1045.906249999996,,0.11631092564913162,-2.3888882710514676,29.950578190075067,0.0014708368149004558,1745,0.04405241302951707,21.2487340897327,48235.11955064779,0.1124249689870122,54.22831819566403,-3.375,,1000,-24,-1000,-1.8625000000000003,-0.025,0.24,0.10000000000000002,0.001,0.01,0,1.3749999999999991,
1.8756699999999256,1042.533749999996,,0.11629149637717873,-2.4342682745592525,29.952032697821053,-0.0045790130698931675,1726,0.13715074919319012,21.02083292895587,15326.80867776084,0.11580265552684575,17.748851456366086,-3.375,,1000,-6,-1000,-1.8150000000000004,-0.025,0.06,0.10000000000000002,0.001,0.01,0,1.424999999999999,
1.8301400000001304,1045.906249999996,,0.11631820055212364,-2.4052532227738053,29.951171290990672,-0.0017342823419551623,1732,0.05194378749083953,21.098482759024005,40617.91366820296,0.11400124123830932,46.304925746856256,-3.375,,1000,-13,-1000,-1.8300000000000003,-0.025,0.13,0.10000000000000002,0.001,0.01,0,1.3749999999999991,
1.9229249999998137,1040.7537499999958,,0.11619165049350538,-2.460946046306014,29.95226488644497,-0.007551697786011613,1713,0.22619045242899985,20.840619507180953,9213.748539506869,0.11808411191702135,10.879973137144212,-3.375,,1000,-13,-1000,-1.7825000000000004,-0.025,0.13,0.10000000000000002,0.001,0.01,0,1.424999999999999,
1.9834550000000746,1039.0762499999958,,0.11591665713365987,-2.4903345172699134,29.956178917395324,-0.009879012555139566,1656,0.29593746762895556,20.10233235223387,6792.763523082532,0.12388286461661127,8.415070039026888,-3.375,,1000,-57,-1000,-1.6400000000000003,-0.025,0.5700000000000001,0.10000000000000002,0.001,0.01,0,1.4749999999999988,
2.0727949999999256,1036.5287499999954,,0.1159513024899756,-2.533059377763565,29.95095996292452,-0.014741281196521738,1609,0.4415155229192347,19.531283200802378,4423.691169828968,0.12969241967980388,5.73719211731301,-3.375,,1000,-30,-1000,-1.5225000000000002,-0.025,0.3,0.10000000000000002,0.001,0.01,0,1.5249999999999986,
2.008324999999721,1039.0762499999958,,0.11591088214351014,-2.5032342012574285,29.955355744806386,-0.011538990631311696,1639,0.3456545692969299,19.891808892280235,5754.823068805564,0.12584246183005018,7.242011023748565,-3.375,,1000,-17,-1000,-1.5975000000000004,-0.025,0.17,0.10000000000000002,0.001,0.01,0,1.4749999999999988,
2.097424999999814,1035.2812499999952,,0.11589535717046423,-2.5410326447578737,29.951058982147032,-0.014418300076059709,1592,0.4318433560003594,19.318691009276087,4473.541329476888,0.13153234054718138,5.884153616006445,-3.375,,1000,-17,-1000,-1.4800000000000002,-0.025,0.17,0.10000000000000002,0.001,0.01,0,1.5249999999999986,
2.126225000000093,1033.9462499999952,,0.11585538730819425,-2.5484695821859655,29.95171424873722,-0.016838545413729755,1585,0.5043433005964183,19.230313860479853,3812.941271895309,0.13252355633276044,5.053045374395253,-3.375,,1000,-7,-1000,-1.4625000000000004,-0.025,0.07,0.10000000000000002,0.001,0.01,0,1.5499999999999985,
2.156879999999888,1032.528749999995,,0.11582961579979403,-2.5527428839876234,29.95100630078427,-0.016282082025864786,1569,0.4876647413465625,19.034833916194117,3903.262282943452,0.13410901798391034,5.234626716991824,-3.375,,1000,-16,-1000,-1.4225000000000003,-0.025,0.16,0.10000000000000002,0.001,0.01,0,1.5749999999999984,
2.1839700000002047,1031.241249999995,,0.11580655390774308,-2.555344407840469,29.951886303933932,-0.015130811677941503,1557,0.4531963510639397,18.876327768938687,4165.154402638935,0.13537296232190515,5.638492900133579,-3.375,,1000,-12,-1000,-1.3925000000000003,-0.025,0.12,0.10000000000000002,0.001,0.01,0,1.5999999999999983,
2.247334999999963,1029.943749999995,,0.11551340452330805,-2.5593525968315256,29.954405182025674,-0.014170124267159911,1533,0.4244576437781626,18.542259230294132,4368.459256675564,0.13802808843542025,6.029700806069448,-3.4375,,1000,-24,-1000,-1.3325000000000002,-0.025,0.24,0.10000000000000002,0.001,0.01,0,1.6499999999999981,
2.2714099999996833,1028.8262499999948,,0.11536927001161945,-2.5587019514816296,29.95507112461424,-0.013531282396773592,1520,0.40533052660259355,18.361064200245114,4529.89917984816,0.13935477397042553,6.312630763165562,-3.4375,,1000,-13,-1000,-1.3000000000000003,-0.025,0.13,0.10000000000000002,0.001,0.01,0,1.6499999999999981,
2.2977000000001864,1027.631249999995,,0.11522142632061463,-2.557057686550812,29.955356547848638,-0.015126568900446724,1509,0.4531217647584803,18.203785905335966,4017.4159180013826,0.14046845528991184,5.643202082587573,-3.4375,,1000,-11,-1000,-1.2725000000000002,-0.025,0.11,0.10000000000000002,0.001,0.01,0,1.674999999999998,
2.328744999999646,1026.4437499999947,,0.11505422619857722,-2.5529819531638,29.95504408178924,-0.015789514863264076,1501,0.47297561375914177,18.090499165623157,3824.8270395681684,0.1411228031792045,5.397703134994781,-3.4375,,1000,-8,-1000,-1.2525000000000002,-0.025,0.08,0.10000000000000002,0.001,0.01,0,1.7249999999999979,
2.353379999999888,1025.2462499999945,,0.11492832946766313,-2.5474962507449006,29.957470240379838,-0.016303150265360777,1487,0.4884011388989861,17.902207184816508,3665.472039064828,0.14230067971202578,5.215991626243501,-3.4375,,1000,-14,-1000,-1.2175000000000002,-0.025,0.14,0.10000000000000002,0.001,0.01,0,1.7249999999999979,
2.4083599999998695,1024.1437499999945,,0.11461603506609586,-2.543891530844991,29.957833988013746,-0.015731013867756882,1468,0.4712671019134027,17.61921121633538,3738.6889822776093,0.14438169221142325,5.39798241913445,-3.4375,,1000,-19,-1000,-1.1700000000000002,-0.025,0.19,0.10000000000000002,0.001,0.01,0,1.7749999999999977,
2.4683500000000933,1023.1387499999946,,0.11428973290233368,-2.53525531010221,29.95135648629241,-0.01604834800957977,1446,0.480669792251005,17.303561145142716,3599.885290088466,0.1465163898249859,5.274421964878341,-3.4375,,1000,-22,-1000,-1.1150000000000002,-0.025,0.22,0.10000000000000002,0.001,0.01,0,1.7999999999999976,
2.4985099999997766,1022.2187499999947,,0.11414981088069182,-2.53616709877655,29.951051795078158,-0.015920350604156308,1438,0.4768312455408894,17.18477019673534,3603.9522068739316,0.1475822527588036,5.318793855255166,-3.4375,,1000,-8,-1000,-1.0950000000000002,-0.025,0.08,0.10000000000000002,0.001,0.01,0,1.8499999999999974,
2.5258599999998697,1021.1787499999947,,0.11401908932927415,-2.5380511841532196,29.952659150457784,-0.016087333142609794,1427,0.481858406260454,17.040672088162527,3536.4480243085573,0.14894079124474804,5.267213669364424,-3.4375,,1000,-11,-1000,-1.0675000000000001,-0.025,0.11,0.10000000000000002,0.001,0.01,0,1.8499999999999974,
2.585204999999609,1020.1962499999947,,0.11363249301629358,-2.5297522482375205,29.952207775575324,-0.01819605369540267,1405,0.545011980980226,16.719108325471773,3067.6588605266593,0.1513090410679026,4.6416452050974355,-3.4375,,1000,-22,-1000,-1.0125000000000002,-0.025,0.22,0.10000000000000002,0.001,0.01,0,1.8999999999999972,
2.6201549999997953,1019.3787499999947,,0.11351035922323471,-2.526258108132045,29.955052020055117,-0.017959095421546944,1399,0.5379656375855724,16.624146366457772,3090.1874032453284,0.15196317768407216,4.695946974364514,-3.4375,,1000,-6,-1000,-0.9975000000000002,-0.025,0.06,0.10000000000000002,0.001,0.01,0,1.9249999999999972,
2.6465800000000743,1018.4162499999948,,0.1134305999330407,-2.5274691926600577,29.95666134816668,-0.018357649747020144,1387,0.5499338966197401,16.4759322757234,2995.984131364779,0.1534037133901174,4.595950910092224,-3.4375,,1000,-12,-1000,-0.9675000000000001,-0.025,0.12,0.10000000000000002,0.001,0.01,0,1.9249999999999972,
2.6710299999997953,1017.5437499999948,,0.11335673450491135,-2.52741892958597,29.95477711828577,-0.01867071385956709,1383,0.5592770723026212,16.414615007724176,2934.9701285166097,0.15397369529511656,4.519081962684856,-3.4375,,1000,-4,-1000,-0.9575000000000002,-0.025,0.04,0.10000000000000002,0.001,0.01,0,1.949999999999997,
2.699614999999758,1016.6012499999948,,0.11323346387023583,-2.5299284612636934,29.955112038855052,-0.017565006303156383,1373,0.5261617317742446,16.281833692179514,3094.4541780483214,0.15538350956617789,4.808271503768705,-3.4375,,1000,-10,-1000,-0.9325000000000002,-0.025,0.1,0.10000000000000002,0.001,0.01,0,1.974999999999997,
2.732494999999646,1015.7437499999949,,0.1130783730582183,-2.5301060223695364,29.954518395510217,-0.016299682769012946,1364,0.4882491473453792,16.155792273943234,3308.9238069912894,0.15660674385187548,5.181997830668575,-3.4375,,1000,-9,-1000,-0.9100000000000001,-0.025,0.09,0.10000000000000002,0.001,0.01,0,2.024999999999997,
2.7753400000003166,1014.898749999995,,0.1129540874652652,-2.529268888999022,29.95324906433529,-0.015076722332022507,1359,0.45159681908489613,16.079750632244473,3560.643023311824,0.15729528068222148,5.600723437610269,-3.4375,,1000,-5,-1000,-0.8975000000000002,-0.025,0.05,0.10000000000000002,0.001,0.01,0,2.0499999999999967,
2.8025800000000745,1014.0262499999949,,0.1128598437482965,-2.5285489853238383,29.954637891376315,-0.015784196202879963,1347,0.4728098816637063,15.924479625671498,3368.051354941444,0.15878377471422178,5.347919075689517,-3.4375,,1000,-12,-1000,-0.8675000000000002,-0.025,0.12,0.10000000000000002,0.001,0.01,0,2.0499999999999967,
2.8302349999998695,1013.253749999995,,0.11272453007099759,-2.52957957399522,29.95390253267163,-0.015295575199515299,1337,0.4581621687074307,15.7799479377982,3444.1839627040063,0.16030341696730438,5.521144578854431,-3.4375,,1000,-10,-1000,-0.8425000000000001,-0.025,0.1,0.10000000000000002,0.001,0.01,0,2.0749999999999966,
2.883264999999665,1012.486249999995,,0.11250733125786899,-2.5329455509134378,29.951847123794074,-0.016579788173231025,1324,0.4965952807095047,15.600388817299782,3141.4694064371515,0.16236425774879223,5.10062348416707,-3.4375,,1000,-13,-1000,-0.8100000000000002,-0.025,0.13,0.10000000000000002,0.001,0.01,0,2.1249999999999964,
2.9137599999997765,1011.7812499999951,,0.112399096210207,-2.5341988026184086,29.953372361498523,-0.01649697667624128,1313,0.4941400852224114,15.458486953126927,3128.3612512773775,0.16393575970938046,5.128502783735449,-3.4375,,1000,-11,-1000,-0.7825000000000002,-0.025,0.11,0.10000000000000002,0.001,0.01,0,2.1249999999999964,
