Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),4N76 Temp (ºC),App message,targetThrust,Change,Integral,P,I,D,kp,ki,kd,Mark,
4.343854999998585,1150,,-0.02805138480263264,0.298588555566355,30.010285670359266,-1.2245679232304318,0,36.74963319890384,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
4.480174999998883,1150,,-0.02803740200520649,0.29893564765553915,30.008962092954313,-1.2266569843538384,0,36.81070294453199,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
4.6433599999994035,1150,,-0.028034068146157054,0.29976326436905987,30.013319386695514,-1.2260886386627288,0,36.79898990858319,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
4.735419999998063,1150,,-0.028027156460460334,0.3002032965324577,30.006736288109046,-1.2270768979857718,0,36.82057288308994,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
4.829229999998584,1150,,-0.028088518985780186,0.2980410349434398,30.001840042618376,-1.225622209361743,0,36.770921477951546,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
4.969879999998957,1150,,-0.02822506562762589,0.30110608999213295,30.00014714332106,-1.2273201257867505,0,36.81978436556182,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.107509999999777,1150,,-0.0281463538882335,0.30072287944349224,29.99904288016408,-1.2290368708170196,0,36.86992978894245,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.215839999997988,1150,,-0.028107263853058728,0.2990724548744018,30.004536596868537,-1.2276906304378947,0,36.83628845060642,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.299014999998733,1150,,-0.02805742123266325,0.2990960664521272,30.007539683103705,-1.224541420719771,0,36.74547527585271,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.391484999999404,1150,,-0.028110428290929246,0.3004380529360954,30.00846958199235,-1.2270572901221761,0,36.82211136599329,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.439814999999478,1150,,-0.02820774412496424,0.3001649136019036,30.00531822611655,-1.226608580283833,0,36.804780790301436,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.524359999999404,1150,,-0.028328831435044555,0.2986236575759791,30.0141844762806,-1.2273674827894496,0,36.838434048630695,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.6779800000004474,1150,,-0.0282110145327768,0.29731326958689963,30.003897833777106,-1.2291686505982955,0,36.87985061303293,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.781105000000447,1150,,-0.028257550537870435,0.2956323195359596,30.00524336390962,-1.2249089401670488,0,36.75369084834091,0,0,0,0,23.875,,2,0,0,0,0,0,10,0.10000000000000002,1,0,
5.900480000000447,1150,,-0.02827957997525732,0.29492557946681214,30.010402868811237,-1.222838903488982,0,36.69788813735973,0,0,0,0,23.875,,2,0.2950263266375239,1.704973673362476,0.426243418340619,0.004262434183406191,-0.2950263266375239,10,0.10000000000000002,1,0,
5.974334999999032,1150.1354795258865,,-0.028332689209082218,0.2956635281969712,30.003749710188778,-1.2232566428964518,0,36.70228614479091,0,0,0,0,23.875,,2,0.0007382008149284802,3.4092091459100238,0.4260588681368869,0.00852302286477506,-0.0007382008149284802,10,0.10000000000000002,1,0,
6.078775000000372,1151.0110695874357,,-0.028317261683149908,0.29493802644583195,29.999085185184537,-1.224808672140659,0,36.74313969110039,0,0,0,0,23.875,,2,0.0015927268071956324,6.820724316980306,0.42624030553288583,0.01705181079245077,-0.0015927268071956324,10,0.10000000000000002,1,0,
6.037299999998883,1150.1354795258865,,-0.028392013029057417,0.29334584353151993,30.00263372193519,-1.2251014025694005,0,36.756268653518795,0,0,0,0,23.875,,2,-0.0023184763911913153,5.115763094848763,0.4266384872346847,0.01278940773712191,0.0023184763911913153,10,0.10000000000000002,1,0,
6.132969999998808,1151.4527689769538,,-0.02826652940689922,0.29659856173877064,30.00168548775427,-1.2255196734172413,0,36.7676558009194,0,0,0,0,23.875,,2,0.0016611025351322972,8.524024436576717,0.42582502989910276,0.021310061091441797,-0.0016611025351322972,10,0.10000000000000002,1,0,
6.233074999999255,1152.348383758255,,-0.028262368600967258,0.298374421988563,29.999299810677055,-1.2217275149864126,0,36.650970009030836,0,0,0,0,23.875,,2,0.0007764282093842834,11.927848170204477,0.42538091317729704,0.029819620425511197,-0.0007764282093842834,10,0.10000000000000002,1,0,
6.185125,1151.4527689769538,,-0.028312355587277682,0.29759825891804365,29.999774199151737,-1.2214968242598736,0,36.64462891277714,0,0,0,0,23.875,,2,0.001000038677838655,10.22632451749529,0.4255750202296431,0.02556581129373823,-0.001000038677838655,10,0.10000000000000002,1,0,
6.301089999997989,1152.8028078636487,,-0.028274081943110707,0.2984998597817766,30.000725692428823,-1.2222978681957748,0,36.66982305818196,0,0,0,0,23.875,,2,0.00012548064301592943,13.62924634227065,0.42534954301654304,0.03407311585567663,-0.00012548064301592943,10,0.10000000000000002,1,0,
6.388554999999702,1153.7282043665905,,-0.028370623892528923,0.2956747083550397,30.003094265629237,-1.2244266115410969,0,36.73658704741252,0,0,0,0,23.875,,2,-0.0008914495101798314,17.0368034699011,0.4260560721425787,0.042592008674752754,0.0008914495101798314,10,0.10000000000000002,1,0,
6.344784999998287,1152.8028078636487,,-0.028338429787241826,0.2965658534482646,30.003751518256898,-1.2232311699910026,0,36.701524073796705,0,0,0,0,23.875,,2,-0.0019346669939627192,15.332579181330784,0.4258332097650337,0.03833144795332697,0.0019346669939627192,10,0.10000000000000002,1,0,
6.42952499999851,1154.197743896918,,-0.028385196887160735,0.29484182130391917,30.001044351085845,-1.225224587162859,0,36.75801717951378,0,0,0,0,23.875,,2,-0.0008331715670111817,18.741860930038424,0.42626436503433146,0.04685465232509607,0.0008331715670111817,10,0.10000000000000002,1,0,
6.48564999999851,1154.6716960858441,,-0.028388658253812038,0.29430742105308466,30.002536729367648,-1.2262235114405722,0,36.78981594040994,0,0,0,0,23.875,,2,-0.0005345828030342559,20.447452972978784,0.42639801073509004,0.05111863243244697,0.0005345828030342559,10,0.10000000000000002,1,0,
6.569739999998361,1155.63137233858,,-0.028298427400486548,0.2951451885481215,30.000677135351612,-1.2246991304336645,0,36.74180320008624,0,0,0,0,23.9375,,2,0.0007138249277074404,23.857674776431015,0.4261884973155658,0.05964418694107755,-0.0007138249277074404,10,0.10000000000000002,1,0,
6.526729999998585,1154.6716960858441,,-0.028310496431564802,0.2944316073811749,30.001975469151198,-1.2274491383491655,0,36.82589893838244,0,0,0,0,23.875,,2,0.00012422875038947678,22.152920787168753,0.42636695354749266,0.0553823019679219,-0.00012422875038947678,10,0.10000000000000002,1,0,
6.62025,1156.1164911979088,,-0.028299094014595294,0.2948125719642075,30.00193790446029,-1.2259368699581952,0,36.78048184727418,0,0,0,0,23.9375,,2,-0.000332730206407561,25.562761495899686,0.4262716798671677,0.06390690373974922,0.000332730206407561,10,0.10000000000000002,1,0,
6.683054999999702,1156.607002511722,,-0.028262503346546952,0.2944883644899049,30.009345310121837,-1.2247129908813188,0,36.752835049149596,0,0,0,0,23.9375,,2,-0.00032431822422746004,27.268172533592583,0.4263527594232246,0.06817043133398147,0.00032431822422746004,10,0.10000000000000002,1,0,
6.757949999999255,1157.5993003796777,,-0.02832552137260258,0.2965171864421998,30.006969820334163,-1.2241966189625777,0,36.73443099936519,0,0,0,0,23.9375,,2,0.0009625614073064948,30.675898140381783,0.4258453806727367,0.07668974535095448,-0.0009625614073064948,10,0.10000000000000002,1,0,
6.720054999999702,1156.607002511722,,-0.02830873079727264,0.29555495373551993,30.004273309243594,-1.2251401825291248,0,36.75944087874044,0,0,0,0,23.9375,,2,0.001066953594645037,28.972516617690836,0.4260860210245633,0.0724312915442271,-0.001066953594645037,10,0.10000000000000002,1,0,
6.8039399999994785,1158.100872944294,,-0.028411003590766037,0.2966832582348453,30.008201187371103,-1.226097987508386,0,36.792995084582465,0,0,0,0,23.9375,,2,0.0001661285231036036,32.379113534549624,0.4258038485419608,0.08094778383637408,-0.0001661285231036036,10,0.10000000000000002,1,0,
6.886519999999553,1158.100872944294,,-0.02841483985004173,0.2964984663217228,30.010087195751957,-1.2271037010384584,0,36.82548906639408,0,0,0,0,23.9375,,2,-0.00018485503841142448,34.08251378375588,0.42585006230156364,0.08520628445938971,0.00018485503841142448,10,0.10000000000000002,1,0,
6.938174999998882,1158.6074584481494,,-0.028491049914845634,0.29608508548431406,30.009930974943952,-1.2231273157607236,0,36.70596631954779,0,0,0,0,23.9375,,2,-0.0004135220491336411,35.78632755501127,0.42595344281384706,0.08946581888752819,0.0004135220491336411,10,0.10000000000000002,1,0,
6.982109999999404,1159.6345324336992,,-0.028529517632408796,0.29687320587957133,30.00584201923806,-1.222248852787258,0,36.674605984929414,0,0,0,0,23.9375,,2,0.0007883896187683148,37.48935293664789,0.42575634540915497,0.09372338234161974,-0.0007883896187683148,10,0.10000000000000002,1,0,
7.051664999999106,1160.153223771831,,-0.028478277737560564,0.29931774413968193,30.007481801312714,-1.2212488629707972,0,36.64660303047004,0,0,0,0,23.9375,,2,0.002445373319293509,39.189932944965214,0.4251450020793316,0.09797483236241306,-0.002445373319293509,10,0.10000000000000002,1,0,
7.135464999997988,1161.1993184625546,,-0.028452061198573075,0.3009343275053166,30.003499348135858,-1.2206546714831714,0,36.62391164014432,0,0,0,0,23.9375,,2,0.0000594071614707925,42.58791809757381,0.4247407181808912,0.10646979524393455,-0.0000594071614707925,10,0.10000000000000002,1,0,
7.085949999997393,1160.153223771831,,-0.028468697322704295,0.30087494063052167,30.006312362958738,-1.2210193299108365,0,36.638287414515126,0,0,0,0,23.9375,,2,0.0015577284322907392,40.88895522485025,0.4247555699712589,0.10222238806212565,-0.0015577284322907392,10,0.10000000000000002,1,0,
7.187154999999329,1161.730469568818,,-0.028430550636379393,0.30023529788372627,30.010127000780294,-1.2210353755417231,0,36.64342669245257,0,0,0,0,23.9375,,2,-0.0006992684115140757,44.28758023870889,0.42491553528376974,0.11071895059677225,0.0006992684115140757,10,0.10000000000000002,1,0,
7.246944999998435,1162.2668033231103,,-0.02844935687734268,0.29982555966946967,30.00998790275174,-1.223143431287189,0,36.70651957625879,0,0,0,0,23.9375,,2,-0.00040987818165411083,45.987652258025626,0.4250180048291833,0.11496913064506409,0.00040987818165411083,10,0.10000000000000002,1,0,
7.337974999999627,1162.807200336766,,-0.028414501480912957,0.3008466487590313,30.003865195751416,-1.2236927366718815,0,36.71551191212327,0,0,0,0,23.875,,2,0.001021437895646904,47.68670283944671,0.42476264535527153,0.1192167570986168,-0.001021437895646904,10,0.10000000000000002,1,0,
7.416269999999553,1163.3501583013244,,-0.028356274394136738,0.3001257077942068,30.001126803740355,-1.2236862445417014,0,36.71196619048841,0,0,0,0,23.875,,2,-0.0007211872397070995,49.386474608107505,0.4249429421651983,0.12346618652026879,0.0007211872397070995,10,0.10000000000000002,1,0,
7.471259999999776,1163.8992886172496,,-0.028399098238764686,0.29636428814368837,29.999925531944378,-1.2205345298127201,0,36.61594500354835,0,0,0,0,23.875,,2,-0.0037627045590310493,51.09000908132733,0.4258836183049561,0.12772502270331834,0.0037627045590310493,10,0.10000000000000002,1,0,
7.520199999999255,1164.4566599628167,,-0.028414790465036865,0.295845021458178,29.99793840447915,-1.2202483305268306,0,36.60493425731238,0,0,0,0,23.875,,2,-0.0005194440680538759,52.79406299861521,0.42601347932196953,0.13198515749653805,0.0005194440680538759,10,0.10000000000000002,1,0,
7.560219999998808,1165.0151780437031,,-0.028407732879065284,0.2959762976648228,29.997047183785543,-1.2202409762158513,0,36.60362613913542,0,0,0,0,23.875,,2,0.00013132105086088863,54.497985594852224,0.4259806490592543,0.1362449639871306,-0.00013132105086088863,10,0.10000000000000002,1,0,
7.6037149999979885,1165.5772723356986,,-0.028379091734025585,0.29601254097953283,29.996955135905694,-1.2203449781633395,0,36.60663356029351,0,0,0,0,23.875,,2,0.000036255695499198826,56.20187193539374,0.4259715851353795,0.1405046798384844,-0.000036255695499198826,10,0.10000000000000002,1,0,
7.739775000000373,1166.1437123449768,,-0.028462306877877763,0.29899163675034424,29.99467742780962,-1.2224027853967994,0,36.66557723483299,0,0,0,0,23.875,,2,0.0029801134359143666,57.902778162499345,0.4252265567764009,0.1447569454062484,-0.0029801134359143666,10,0.10000000000000002,1,0,
7.835784999998286,1167.282464713296,,-0.02823902832504316,0.30211987837099796,29.996083483813976,-1.2219012875583686,0,36.65225303058061,0,0,0,0,23.875,,2,0.0011438506111705604,61.29947584685317,0.4244442292178312,0.15324868961713295,-0.0011438506111705604,10,0.10000000000000002,1,0,
7.782824999999255,1166.1437123449768,,-0.02830192362165279,0.30097641836806266,29.991773952840056,-1.2203526549153805,0,36.600540968970314,0,0,0,0,23.875,,2,0.001985459623108199,59.60169892998184,0.4247301918706239,0.14900424732495463,-0.001985459623108199,10,0.10000000000000002,1,0,
7.87089999999851,1167.8590137815197,,-0.029432610703376383,0.3022345231910693,29.99786469994499,-1.197271039648668,0,35.91557465654322,0,0,0,0,23.875,,2,0.00011468398297226345,62.997138079741525,0.42441555822208815,0.15749284519935383,-0.00011468398297226345,10,0.10000000000000002,1,0,
7.948945000000298,1168.4408075009583,,-0.02180725360480662,0.298101841853459,29.995535389362164,-1.1847671158860076,0,35.53772395271128,0,0,0,0,23.875,,2,-0.004134093069861455,64.69893440569975,0.4254490814895535,0.1617473360142494,0.004134093069861455,10,0.10000000000000002,1,0,
7.995949999999255,1169.032138011532,,-0.11633816638990374,0.303355279428711,29.951930968408742,-0.7219200522999447,0,21.622899571197973,0,0,0,0,23.875,,2,0.005255232160086498,66.39547549949788,0.4241352734495319,0.16598868874874473,-0.005255232160086498,10,0.10000000000000002,1,0,
8.053794999999926,1169.61700674157,,-0.22345283603253457,0.37002337574377514,29.949323519364594,-0.6246667377799262,0,18.7083462215571,0,0,0,0,23.875,,2,0.06669087027076043,68.02532572302525,0.40746255588184177,0.17006331430756316,-0.06669087027076043,10,0.10000000000000002,1,0,
8.112069999998436,1170.1278417414887,,-0.26510044620023937,0.41223509337123027,29.95630285400878,-0.6376982573620671,0,19.103082127011714,0,0,0,0,23.875,,2,0.04222613723503732,69.61294980931758,0.39690602157308247,0.17403237452329398,-0.04222613723503732,10,0.10000000000000002,1,0,
8.192939999997616,1171.0999312728143,,-0.25855494002027307,0.5837860523201168,29.970673273226232,-0.6924880310828792,0,20.754332525204703,0,0,0,0,23.875,,2,0.0665954422605296,72.51157430196025,0.35400363129776724,0.18127893575490067,-0.0665954422605296,10,0.10000000000000002,1,0,
8.150174999998882,1170.1278417414887,,-0.2657946407793213,0.5172133514280153,29.963621548477246,-0.6688533972325239,0,20.041270066088664,0,0,0,0,23.875,,2,0.1050141188407312,71.09555977676918,0.37065249186289967,0.17773889944192298,-0.1050141188407312,10,0.10000000000000002,1,0,
8.236949999999254,1171.5686183976063,,-0.24038630584363102,0.6621110796124974,29.976637879524723,-0.71453901212032,0,21.41947721712416,0,0,0,0,23.875,,2,0.07835178327912773,73.8492370438722,0.33441568547798534,0.18462309260968052,-0.07835178327912773,10,0.10000000000000002,1,0,
8.281619999999181,1172.0093053924147,,-0.22329545873779183,0.7377906746335919,29.980122300649374,-0.7280902945108068,0,21.828236075349807,0,0,0,0,23.875,,2,0.07570544732286089,75.11119433846127,0.3154893236472701,0.1877779858461532,-0.07570544732286089,10,0.10000000000000002,1,0,
8.358384999999776,1172.8544729831895,,-0.18672687675407657,0.890411059420009,29.984226011906543,-0.751819490789768,0,22.542725531996894,0,0,0,0,23.875,,2,0.08176116362934127,77.41152505083555,0.2773211935931178,0.1935288126270889,-0.08176116362934127,10,0.10000000000000002,1,0,
8.316909999998286,1172.0093053924147,,-0.20385502921833604,0.8086778160308837,29.982532882229794,-0.7415374325005818,0,22.23317045335295,0,0,0,0,23.875,,2,0.07091135658726788,76.30224027646308,0.29776148450045314,0.19075560069115774,-0.07091135658726788,10,0.10000000000000002,1,0,
8.393074999999255,1173.2435618257803,,-0.175958247257686,0.9370235797958701,29.985138282165543,-0.7541812407804787,0,22.61422879461784,0,0,0,0,23.875,,2,0.04662844330650728,78.47418138190152,0.265664082766491,0.19618545345475383,-0.04662844330650728,10,0.10000000000000002,1,0,
8.437759999997914,1173.6587829186951,,-0.16551515308489245,0.9893201049660784,29.986039837903625,-0.752378912214013,0,22.560864034847988,0,0,0,0,23.875,,2,0.05231438976831615,79.48452332319917,0.25258548532441194,0.19871130830799796,-0.05231438976831615,10,0.10000000000000002,1,0,
8.471809999998658,1174.0577653225594,,-0.15289223329563645,1.050800755650578,29.986772925577252,-0.7508578632424189,0,22.515804244434552,0,0,0,0,23.875,,2,0.061501652598342615,80.43336361189847,0.23721007217482631,0.20108340902974622,-0.061501652598342615,10,0.10000000000000002,1,0,
8.52140499999933,1174.4345571511656,,-0.14142727742541367,1.1146658630975987,29.98719573357098,-0.747973369210845,0,22.429623826024162,0,0,0,0,23.875,,2,0.06388692389608597,81.3183169767017,0.22123834120080482,0.20329579244175427,-0.06388692389608597,10,0.10000000000000002,1,0,
8.55189499999769,1174.7952043609123,,-0.1356611824721719,1.1480554318859206,29.986891140654667,-0.7469968084660124,0,22.400111977886777,0,0,0,0,23.875,,2,0.03340097473212911,82.16986936677279,0.21288809751777255,0.20542467341693202,-0.03340097473212911,10,0.10000000000000002,1,0,
8.58627499999851,1175.180116157115,,-0.1305297662036738,1.1841517673476851,29.987441184206045,-0.7477534261144907,0,22.42321188589685,0,0,0,0,23.875,,2,0.03610866604250762,82.98531309080137,0.20386093100714564,0.20746328272700346,-0.03610866604250762,10,0.10000000000000002,1,0,
8.617694999998436,1175.5553317048066,,-0.1262730424153003,1.215842276875187,29.987472317034744,-0.7423242191735415,0,22.260426972731008,0,0,0,0,23.875,,2,0.03170133506925055,83.7690554797607,0.195935597239833,0.20942263869940178,-0.03170133506925055,10,0.10000000000000002,1,0,
