Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),4N76 Temp (ºC),App message,
0,1000,,-0.07424610528522907,-0.6345281017672046,29.983689212451324,0.24038649859506006,0,7.207674064743648,0,0,0,0,4.5625,,
0,1000,,-0.07413516397075876,-0.6406677289067183,29.984581861561605,0.24215833938865344,0,7.261016550858897,0,0,0,0,4.5625,,
0.06414500000327826,1000,,-0.0739791830253892,-0.6489198685236467,29.98038681086785,0.24129062980348398,0,7.233986415346368,0,0,0,0,4.5625,,
0.033429999999701976,1000,,-0.07411964784792963,-0.6446976766917485,29.97904996360582,0.24210118196387614,0,7.257963430343067,0,0,0,0,4.5625,,
0.1009700000025332,1000,,-0.07380128408309705,-0.6552323967331791,29.980410233583893,0.23994870387006267,0,7.193760577041218,0,0,0,0,4.5625,,
0.14507500000298024,1000,,-0.07361213841543424,-0.6623550963542287,29.974744387223463,0.23940953626000633,0,7.176239653257397,0,0,0,0,4.5625,,
0.1814400000013411,1000,,-0.0734273786276688,-0.6672263850884597,29.974205220779034,0.2404504955677143,0,7.207312499584688,0,0,0,0,4.5625,,
0.2150950000025332,1000,,-0.07321099493406391,-0.6739590692042376,29.979305857270617,0.23933445520447866,0,7.175080834758299,0,0,0,0,4.5625,,
0.24497499999776481,1000,,-0.07300706796101458,-0.6812493196724054,29.97931925963674,0.2400432969613367,0,7.196334635739702,0,0,0,0,4.5625,,
0.28360999999940395,1000,,-0.07268048614294703,-0.6911432644200679,29.9758656399348,0.24121670116324362,0,7.230679424177695,0,0,0,0,4.5625,,
0.3193650000020862,1000,,-0.07235100002414396,-0.701355119534202,29.979087803776103,0.24057446518804676,0,7.212203015218932,0,0,0,0,4.5625,,
0.3549400000013411,1000,,-0.07197142728939288,-0.7124105741049975,29.980719180743606,0.240674392564812,0,7.215591377481675,0,0,0,0,4.5625,,
0.3908649999983609,1000,,-0.07151158353897102,-0.725570375906485,29.980670219510642,0.23994967658913174,0,7.193852123096992,0,0,0,0,4.5625,,
0.42629500000178816,1000,,-0.07107274744002895,-0.7389051143408322,29.981247862647077,0.23929820342507963,0,7.174458749973454,0,0,0,0,4.5625,,
0.4619199999980628,1000,,-0.07060671998421175,-0.7544933753100413,29.97643095898053,0.2387884636592697,0,7.15802589468313,0,0,0,0,4.5625,,
0.49638000000268223,1000,,-0.0700887386150923,-0.769347778028292,29.976515454568478,0.23773579902187375,0,7.126490853483384,0,0,0,0,4.5625,,
0.5436750000007451,1000,,-0.06947246404157198,-0.7913762676015899,29.9814759638746,0.2390671820809584,0,7.1675869733114865,0,0,0,0,4.5625,,
0.5769550000019371,1000,,-0.06893430031070097,-0.8129187985537424,29.980516295040513,0.24046097484778467,0,7.209144174745335,0,0,0,0,4.5625,,
0.6128850000016391,1000,,-0.06833279337647685,-0.8358428301575157,29.977496487380378,0.2410685167855811,0,7.226630615157755,0,0,0,0,4.5625,,
0.6481400000043214,1000,,-0.06770379970517987,-0.8591391716931851,29.980220288954385,0.2412512361439681,0,7.232765204578718,0,0,0,0,4.5625,,
0.6805050000026822,1000,,-0.06707567541251258,-0.8796656125071857,29.977462308226233,0.24147328735663137,0,7.238756370176899,0,0,0,0,4.5625,,
0.7233400000035762,1000,,-0.06623674870325147,-0.907870946947188,29.97398825761988,0.24014143437344487,0,7.197996534077632,0,0,0,0,4.5625,,
0.7542350000031293,1000,,-0.06543496247572511,-0.9404685424867264,29.97474891724417,0.2385566948498477,0,7.150677030651821,0,0,0,0,4.5625,,
0.78825,1000,,-0.06468887361419706,-0.9754461729290613,29.976973256962587,0.23765805030963078,0,7.1242690184336706,0,0,0,0,4.5625,,
0.8266650000028313,1000,,-0.0638517010057561,-1.013426398638089,29.97687266291953,0.23680256502852065,0,7.098600338112685,0,0,0,0,4.5625,,
0.8647600000016391,1000,,-0.06286371427579063,-1.055815271136651,29.97981691631558,0.23761174980128857,0,7.123556756208017,0,0,0,0,4.5625,,
0.9023300000019372,1000,,-0.061687280543483325,-1.0978632176132717,29.975364300926934,0.23861917220174406,0,7.1526966159328955,0,0,0,0,4.5625,,
0.9414800000004471,1000,,-0.060113667200451026,-1.1463069432133566,29.977232815417388,0.23945524210090968,0,7.1782055413311046,0,0,0,0,4.5625,,
0.981519999999553,1000,,-0.0583226310758031,-1.1938023529082349,29.978523965587762,0.23944912182968187,0,7.178331237310061,0,0,0,0,4.5625,,
1.023695000000298,1000,,-0.0563982440466711,-1.2456647048909346,29.973700019338708,0.2385623178490192,0,7.150595351124634,0,0,0,0,4.5625,,
1.0610400000028313,1000,,-0.05451236564915818,-1.2950539050804153,29.972663917709117,0.24049932130558732,0,7.2084053299295086,0,0,0,0,4.5625,,
1.1056600000038743,1000,,-0.05205472929253413,-1.361083834928078,29.975001054785047,0.2422798358585913,0,7.262338335414422,0,0,0,0,4.5625,,
1.1577450000010432,1000,,-0.049620962445883154,-1.4321315393483103,29.97224600959974,0.24501211390233651,0,7.343563353212902,0,0,0,0,4.5625,,
1.2004749999977649,1000,,-0.048395456991796426,-1.502723811149455,29.97597371114026,0.24526793083415904,0,7.352145046870519,0,0,0,0,4.5625,,
1.232195000000298,1000,,-0.047679161257627,-1.5489046350173872,29.977222681911634,0.24507591122228184,0,7.346695164682749,0,0,0,0,4.5625,,
1.2692450000010431,1000,,-0.04661965809015295,-1.6233525350692752,29.975977193120656,0.24440848151785682,0,7.326383067784527,0,0,0,0,4.5625,,
1.3053949999995529,1000,,-0.046949418240465224,-1.6907848526595892,29.97615102336828,0.24361350177093338,0,7.302595120417095,0,0,0,0,4.5625,,
1.344535000000149,1000,,-0.048909035116969146,-1.7623489092370306,29.974275877402942,0.24475838685868107,0,7.336455411010221,0,0,0,0,4.5625,,
1.383800000000745,1000,,-0.05061057093234417,-1.8477565125838087,29.976476096140594,0.2433311284904242,0,7.294209756640117,0,0,0,0,4.5625,,
1.4191050000041723,1000,,-0.052700445214897584,-1.9652602107192827,29.979295554889777,0.24332478343714387,0,7.294705598491685,0,0,0,0,4.5625,,
1.452765000000596,1000,,-0.054322701068224954,-2.0897739601508833,29.982165748501306,0.2434447783831864,0,7.299001696091862,0,0,0,0,4.5625,,
1.4896549999974669,1000,,-0.05565834785011864,-2.2320960207556206,29.978999069239322,0.2422699465611287,0,7.263010502460738,0,0,0,0,4.5625,,
1.535050000000745,1000,,-0.05728831101496956,-2.3967802894873143,29.976965054311485,0.24057172856415715,0,7.211610300223047,0,0,0,0,4.5625,,
1.567469999998808,1000,,-0.05890409609738839,-2.5308886314204124,29.974622640115328,0.24167913738694907,0,7.244240943162387,0,0,0,0,4.5625,,
1.603515000000596,1000,,-0.060648221611757924,-2.656192107867957,29.973661947168825,0.24247018354694544,0,7.267719313904119,0,0,0,0,4.5625,,
1.641855000000447,1000,,-0.06247840324334453,-2.7996346764548306,29.976172431223777,0.24161788153506475,0,7.2427792793621,0,0,0,0,4.5625,,
